InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
73_DONCASTER_35490,73,35490,Sierra Cantabria Rioja Tint,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-18 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,7.58,12,90.96,2
25_CAERSHIRE_46554,25,46554,Atteca Garnacha Old Vines,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-18 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,9.39,12,112.68,2
64_CESTERFIELD_40424,64,40424,Mionetto Il Prosecco Veneto,375mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-21 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,5.51,24,132.24,2
30_CULCHETH_10606,30,10606,Parducci Cab Svgn,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-20 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,7.58,12,90.96,2
64_CESTERFIELD_11743,64,11743,Parducci Sustainable White,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-21 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,4.9,12,58.8,2
73_DONCASTER_35910,73,35910,Mulderbosch Svgn Bl Stelnbch,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-19 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,12.32,12,147.84,2
34_PITMERDEN_11029,34,11029,M Molitor Spatlese Mosel,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-19 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,17.8,6,106.8,2
55_DRY GULCH_18609,55,18609,Hacienda Monasterio Crianza,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-22 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,24.51,12,294.12,2
21_BALERNO_28252,21,28252,Steele Pacini Mendocno Znfdl,750mL,9552,M S WALKER INC             ,8462,2016-01-13 00:00:00,2016-01-21 00:00:00,2016-01-30 00:00:00,2016-03-08 00:00:00,9.93,12,119.16,2
76_DONCASTER_25817,76,25817,Guigal Chtnf du Pape,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,32.67,12,392.04,2
73_DONCASTER_45035,73,45035,Hess Clctn 19 Block Cuvee,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-21 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,22.87,6,137.22,2
34_PITMERDEN_41589,34,41589,Paul Hobbs Cross Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,34.24,24,821.76,2
34_PITMERDEN_21380,34,21380,Bartenura Asti Spumante,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,12.57,12,150.84,2
67_EANVERNESS_21098,67,21098,Rutherford Ranch Chard,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,9.33,12,111.96,2
69_MOUNTMEND_39334,69,39334,Michael David Chard,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-21 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,10.45,12,125.4,2
39_EASTHALLOW_5065,39,5065,Berentzen Apple Liqueur,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-21 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,11.42,12,137.04,1
66_EANVERNESS_42886,66,42886,Clos de Los Siete Mendoza,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,13.24,12,158.88,2
38_GOULCREST_25727,38,25727,Chappellet Cab Svgn Pritchrd,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-20 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,115.12,6,690.72,2
69_MOUNTMEND_12165,69,12165,Clayhouse Petite Sirah,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,15.03,12,180.36,2
66_EANVERNESS_21410,66,21410,Goose Bay Svgn Bl,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,13.1,12,157.2,2
11_CARDEND_38481,11,38481,Canella Prosecco Di Conegli,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,10.96,12,131.52,2
34_PITMERDEN_43890,34,43890,Oyster Bay Hawkes Bay Merlot,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,10.88,12,130.56,2
66_EANVERNESS_11397,66,11397,Buried Cane Chard,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,8.21,12,98.52,2
67_EANVERNESS_25647,67,25647,De Loach Russian River Chard,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-20 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,13.42,12,161.04,2
76_DONCASTER_31120,76,31120,Groth Chard Napa,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,20.26,12,243.12,2
15_WANBORNE_39228,15,39228,Eponymous Cab Svgn Napa,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-21 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,29.79,3,89.37,2
66_EANVERNESS_39450,66,39450,Ponzi Willamette Pnt Nr,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,23.8,12,285.6,2
69_MOUNTMEND_13427,69,13427,Liberty School Cab Svgn,1.5L,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,16.23,6,97.38,2
66_EANVERNESS_25715,66,25715,Grgich Hills Fume Bl Napa,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,16.44,12,197.28,2
66_EANVERNESS_11249,66,11249,Joseph Carr Merlot Napa Vly,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-21 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,11.84,11,130.24,2
4_EANVERNESS_41983,4,41983,Ridge Znfdl Paso Robles,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-20 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,20.4,12,244.8,2
69_MOUNTMEND_18597,69,18597,Seghesio Rockpile Znfdl,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,24.67,6,148.02,2
73_DONCASTER_24288,73,24288,Olivier & Lafont Ventoux Bl,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,7.14,12,85.68,2
78_EASTHAVEN_317,78,317,Triple Eight Vodka,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-21 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,24.23,2,48.46,1
67_EANVERNESS_25604,67,25604,Ramey Annum Cab Svgn Napa,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,62.49,6,374.94,2
59_CLAETHORPES_23074,59,23074,Madrigal Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,13.69,1,13.69,2
67_EANVERNESS_25602,67,25602,Ramey Cab Svgn Pedregal Vyd,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,123.37,6,740.22,2
68_SOLARIS_38526,68,38526,Seghesio Arneis RRV,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,7.53,3,22.59,2
34_PITMERDEN_13561,34,13561,Stump Jump Shiraz,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,7.74,12,92.88,2
34_PITMERDEN_37048,34,37048,Ch Montelena Chard Napa,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,26.84,12,322.08,2
34_PITMERDEN_21287,34,21287,Foley Johnson Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,15.43,13,200.59,2
69_MOUNTMEND_34020,69,34020,Champalou Vouvray Cuvee Fon,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-20 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,13.6,12,163.2,2
67_EANVERNESS_14552,67,14552,Dom de Dionysos Cairanne Cig,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,13.24,12,158.88,2
69_MOUNTMEND_21250,69,21250,Bodega Garzon Albarino,750mL,4425,MARTIGNETTI COMPANIES,8426,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-03-13 00:00:00,9.73,12,116.76,2
69_MOUNTMEND_3646,69,3646,Tarantula Azul Tequila,1.75L,5992,MCCORMICK DISTILLING CO    ,8464,2016-01-13 00:00:00,2016-01-21 00:00:00,2016-01-26 00:00:00,2016-02-26 00:00:00,15.38,6,92.28,1
54_GUTHRAM_600,54,600,McCormick Gin,Liter,5992,MCCORMICK DISTILLING CO    ,8464,2016-01-13 00:00:00,2016-01-23 00:00:00,2016-01-26 00:00:00,2016-02-26 00:00:00,5.21,1,5.21,1
61_AETHELNEY_2482,61,2482,Clase Azul Reposado Tequila,750mL,6213,MHW LTD                    ,8446,2016-01-12 00:00:00,2016-01-20 00:00:00,2016-02-02 00:00:00,2016-02-27 00:00:00,78.73,6,472.38,1
34_PITMERDEN_3203,34,3203,Magellan Gin,750mL,6213,MHW LTD                    ,8446,2016-01-12 00:00:00,2016-01-20 00:00:00,2016-02-02 00:00:00,2016-02-27 00:00:00,19.4,12,232.8,1
31_HORNSEY_4077,31,4077,Blue Chair Bay Coc Spced Rum,750mL,6213,MHW LTD                    ,8446,2016-01-12 00:00:00,2016-01-18 00:00:00,2016-02-02 00:00:00,2016-02-27 00:00:00,10.29,3,30.87,1
30_CULCHETH_17675,30,17675,Albero Sparkling Wh Organic,750mL,5612,MILTONS DISTRIBUTING CO    ,8476,2016-01-14 00:00:00,2016-01-22 00:00:00,2016-01-31 00:00:00,2016-03-13 00:00:00,4.14,1,4.14,2
61_AETHELNEY_43784,61,43784,Newton Claret Napa,750mL,8112,MOET HENNESSY USA INC      ,8407,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-01-28 00:00:00,2016-03-13 00:00:00,11.56,12,138.72,2
66_EANVERNESS_24018,66,24018,Fontanafredda Barolo Serralu,Liter,6785,PALM BAY INTERNATIONAL INC ,8478,2016-01-14 00:00:00,2016-01-19 00:00:00,2016-01-31 00:00:00,2016-02-27 00:00:00,24.99,6,149.94,2
25_CAERSHIRE_19349,25,19349,Trimbach Pnt Gris Rsv,750mL,6785,PALM BAY INTERNATIONAL INC ,8478,2016-01-14 00:00:00,2016-01-19 00:00:00,2016-01-31 00:00:00,2016-02-27 00:00:00,13.9,24,333.6,2
38_GOULCREST_23452,38,23452,Santa Rita Secret Rsv Red,750mL,6785,PALM BAY INTERNATIONAL INC ,8478,2016-01-14 00:00:00,2016-01-21 00:00:00,2016-01-31 00:00:00,2016-02-27 00:00:00,5.84,12,70.08,2
38_GOULCREST_25652,38,25652,Red Autumn Red,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,7.38,24,177.12,2
38_GOULCREST_25653,38,25653,Ca'Momi Chard Rsv Napa,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,19.73,12,236.76,2
50_MOUNTMEND_18865,50,18865,Mirafiore Barolo,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,23.22,12,278.64,2
15_WANBORNE_39574,15,39574,Morgan Winery Double L Chard,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,16.55,6,99.3,2
6_GOULCREST_15189,6,15189,Las Valles Viura-Chard,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,6.16,12,73.92,2
69_MOUNTMEND_24144,69,24144,Ozeki Junmai Reishu Sake,18L,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-18 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,49.31,1,49.31,2
73_DONCASTER_19329,73,19329,Ca Del Monte Amarone Red,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,29.52,12,354.24,2
55_DRY GULCH_24361,55,24361,JJ Prum Graacher Him Rsl Aus,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,30.71,12,368.52,2
3_HORNSEY_2208,3,2208,WhistlePig 10 Yr Old Rye,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,53.95,12,647.4,1
21_BALERNO_19346,21,19346,Mt Monster Cab Svgn,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,11.03,12,132.36,2
15_WANBORNE_18740,15,18740,Robert Sinskey Aries Pnt Nr,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,19.6,12,235.2,2
34_PITMERDEN_24929,34,24929,Corvo Nero d'Avola & Pnt Gr,750mL 2 Pk,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,11.84,5,59.2,2
42_BLACK HOLLOW_13921,42,13921,Live-A-Little Wicked White,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,7.48,12,89.76,2
55_DRY GULCH_37342,55,37342,Dunn Vyds Cab Svgn Napa Vly,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,49.66,12,595.92,2
73_DONCASTER_44756,73,44756,Duck Pond Syrah Columbia,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,11.03,12,132.36,2
6_GOULCREST_19293,6,19293,Robert Sinskey Pnt Nr,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-18 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,17.92,12,215.04,2
69_MOUNTMEND_25084,69,25084,Calera Ctrl Coast Pnt Nr,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,17.76,12,213.12,2
55_DRY GULCH_18739,55,18739,Robert Sinskey POV Napa Red,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,23.33,12,279.96,2
11_CARDEND_37387,11,37387,Truchard Carneros Cab Svgn,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,21.37,12,256.44,2
40_BULLMAR_24055,40,24055,La Volpe Pnt Grigio,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,9.33,12,111.96,2
34_PITMERDEN_34982,34,34982,Baron K Kabinett,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,12.66,12,151.92,2
34_PITMERDEN_32803,34,32803,Truchard Carneros Chard,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,17.64,12,211.68,2
69_MOUNTMEND_22075,69,22075,Kesselstatt Piesporter Gold,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,20.4,1,20.4,2
33_HORNSEY_21645,33,21645,Foxen Chard Block UU,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-18 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,18.82,1,18.82,2
55_DRY GULCH_20177,55,20177,Robert Sinskey Abraxas,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,23.83,12,285.96,2
11_CARDEND_15194,11,15194,Billecart-Salmon Brut Rose,750mL,10754,PERFECTA WINES             ,8408,2016-01-10 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-03-06 00:00:00,51.69,3,155.07,2
75_BARNCOMBE_2521,75,2521,Jameson Gold Rsv,750mL,17035,PERNOD RICARD USA          ,8489,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-01-30 00:00:00,2016-03-09 00:00:00,69.22,3,207.66,1
34_PITMERDEN_9147,34,9147,Green Spot Irish Whiskey,750mL,17035,PERNOD RICARD USA          ,8489,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-01-30 00:00:00,2016-03-09 00:00:00,36.22,18,651.96,1
72_HARDERSFIELD_451,72,451,Hiram Walker Triple Sec,Liter,17035,PERNOD RICARD USA          ,8489,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-01-30 00:00:00,2016-03-09 00:00:00,3.59,11,39.49,1
73_DONCASTER_16538,73,16538,Catalpa Malbec,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,8.6,12,103.2,2
32_MOUNTMEND_9304,32,9304,Arak Razzouk,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-20 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,14.38,12,172.56,1
75_BARNCOMBE_21584,75,21584,Fess Parker Ashleys Chard,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,19.07,6,114.42,2
34_PITMERDEN_23015,34,23015,Marietta Clrs ARME Red,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,16.89,12,202.68,2
67_EANVERNESS_17838,67,17838,Alverez de Toledo Godello,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,6.7,12,80.4,2
34_PITMERDEN_22010,34,22010,LiDestri Red Sangria,1.5L,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,5.99,6,35.94,2
23_ARBINGTON_5654,23,5654,Merry Irish Cream Liqueur,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,9.52,1,9.52,1
75_BARNCOMBE_21039,75,21039,Temptation Znfdl,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-21 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,8.49,12,101.88,2
65_LUTON_22567,65,22567,Our Daily Red Cab Svgn,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-20 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,3.21,12,38.52,2
50_MOUNTMEND_8501,50,8501,Mother's Pumpkn Spice Liquer,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-20 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,4.88,24,117.12,1
76_DONCASTER_23021,76,23021,Jarhead Red,750mL,7153,PINE STATE TRADING CO      ,8490,2016-01-15 00:00:00,2016-01-18 00:00:00,2016-02-01 00:00:00,2016-02-26 00:00:00,9.08,12,108.96,2
32_MOUNTMEND_1039,32,1039,Three Olives Vodka w/Flask,750mL,7245,PROXIMO SPIRITS INC.       ,8491,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-01-28 00:00:00,2016-03-11 00:00:00,10.31,1,10.31,1
15_WANBORNE_23498,15,23498,Coste di Brenta Cerasuolo,750mL,7255,PSP WINES ,8427,2016-01-11 00:00:00,2016-01-22 00:00:00,2016-02-02 00:00:00,2016-02-26 00:00:00,7.58,12,90.96,2
66_EANVERNESS_20383,66,20383,Fabrizio Dionisio Cast Syrah,750mL,7255,PSP WINES ,8427,2016-01-11 00:00:00,2016-01-18 00:00:00,2016-02-02 00:00:00,2016-02-26 00:00:00,9.03,12,108.36,2
60_IRRAGIN_20404,60,20404,Tenuta Santo Pietro Pio Il C,750mL,7255,PSP WINES ,8427,2016-01-11 00:00:00,2016-01-21 00:00:00,2016-02-02 00:00:00,2016-02-26 00:00:00,8.1,12,97.2,2
76_DONCASTER_675,76,675,Mount Gay 1703 Old Cask Slct,750mL,7239,REMY COINTREAU USA INC     ,8448,2016-01-12 00:00:00,2016-01-21 00:00:00,2016-01-30 00:00:00,2016-03-06 00:00:00,78.73,6,472.38,1
54_GUTHRAM_4698,54,4698,Metaxa 5 Star,750mL,7239,REMY COINTREAU USA INC     ,8448,2016-01-12 00:00:00,2016-01-22 00:00:00,2016-01-30 00:00:00,2016-03-06 00:00:00,10.38,3,31.14,2
3_HORNSEY_8295,3,8295,E.H. Taylor Jr Small Batch,750mL,8004,SAZERAC CO INC             ,8492,2016-01-15 00:00:00,2016-01-20 00:00:00,2016-02-01 00:00:00,2016-03-13 00:00:00,31.0,1,31.0,1
79_BALLYMENA_5487,79,5487,Fire Water Hot Cinnamon,750mL,8004,SAZERAC CO INC             ,8492,2016-01-15 00:00:00,2016-01-23 00:00:00,2016-02-01 00:00:00,2016-03-13 00:00:00,10.36,12,124.32,1
69_MOUNTMEND_2974,69,2974,Sazerac 6 Yr Straight Rye,750mL,8004,SAZERAC CO INC             ,8492,2016-01-15 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-13 00:00:00,21.73,1,21.73,1
74_PAENTMARWY_407,74,407,Hancock Rsv Bourbon,750mL,8004,SAZERAC CO INC             ,8492,2016-01-15 00:00:00,2016-01-22 00:00:00,2016-02-01 00:00:00,2016-03-13 00:00:00,39.36,6,236.16,1
34_PITMERDEN_3752,34,3752,Margaritaville Coconut,750mL,8004,SAZERAC CO INC             ,8492,2016-01-15 00:00:00,2016-01-20 00:00:00,2016-02-01 00:00:00,2016-03-13 00:00:00,11.06,12,132.72,1
61_AETHELNEY_735,61,735,Orange Quattro di Amore,Liter,660,SAZERAC NORTH AMERICA INC. ,8465,2016-01-13 00:00:00,2016-01-20 00:00:00,2016-01-25 00:00:00,2016-03-04 00:00:00,10.81,12,129.72,1
34_PITMERDEN_11088,34,11088,Gruet Blanc de Noir,375mL,17033,SEA BREEZE CELLARS LLC     ,8466,2016-01-13 00:00:00,2016-01-18 00:00:00,2016-01-25 00:00:00,2016-02-29 00:00:00,6.84,12,82.08,2
73_DONCASTER_3598,73,3598,Ice Pik Vodka,750mL,8150,SEA HAGG DISTILLERY LLC    ,8412,2016-01-10 00:00:00,2016-01-22 00:00:00,2016-01-31 00:00:00,2016-02-26 00:00:00,10.21,12,122.52,1
34_PITMERDEN_19150,34,19150,Esclans Whispering Angel Ros,750mL,8320,SHAW ROSS INT L IMP LTD    ,8493,2016-01-15 00:00:00,2016-01-20 00:00:00,2016-01-28 00:00:00,2016-03-05 00:00:00,14.66,12,175.92,2
34_PITMERDEN_10642,34,10642,Marques de Murrieta RSV Rioj,750mL,2000,SOUTHERN WINE & SPIRITS NE ,8450,2016-01-12 00:00:00,2016-01-22 00:00:00,2016-01-31 00:00:00,2016-03-08 00:00:00,19.86,12,238.32,2
59_CLAETHORPES_14432,59,14432,Bully Hill NY Rsl,750mL,2000,SOUTHERN WINE & SPIRITS NE ,8450,2016-01-12 00:00:00,2016-01-22 00:00:00,2016-01-31 00:00:00,2016-03-08 00:00:00,8.78,12,105.36,2
10_HORNSEY_42018,10,42018,Falesco Vitiano Umbria Bian,750mL,2000,SOUTHERN WINE & SPIRITS NE ,8450,2016-01-12 00:00:00,2016-01-23 00:00:00,2016-01-31 00:00:00,2016-03-08 00:00:00,7.94,12,95.28,2
73_DONCASTER_35747,73,35747,Zenato Lugana Doc San Bened,750mL,2000,SOUTHERN WINE & SPIRITS NE ,8450,2016-01-12 00:00:00,2016-01-22 00:00:00,2016-01-31 00:00:00,2016-03-08 00:00:00,9.33,12,111.96,2
11_CARDEND_41132,11,41132,McManis Petite Sirah Cal,750mL,653,STATE WINE & SPIRITS   ,8494,2016-01-15 00:00:00,2016-01-19 00:00:00,2016-01-25 00:00:00,2016-03-01 00:00:00,7.48,12,89.76,2
